#time,accel_x,accel_y,accel_z
5118.073577,689.132909,1397.408398,-9494.720077
5118.076059,248.853550,612.562586,-9896.714274
5118.078541,38.285162,-76.570323,-9954.142016
5118.081023,363.709035,1741.974853,-9341.579430
5118.083506,363.709035,-382.851616,-9801.001370
5118.085988,1359.123237,-4843.072942,-10509.276859
5118.088470,-612.562586,-746.560651,-9303.294269
5118.090952,516.849682,1129.412267,-9379.864592
5118.093435,612.562586,-3445.664544,-11026.126541
5118.095917,516.849682,1741.974853,-9667.003304
5118.098399,-535.992262,4153.940034,-8920.442653
5118.100915,478.564520,0.000000,-9992.427178
5118.103431,-363.709035,57.427742,-9533.005238
5118.105947,3215.953574,-765.703232,-9322.436850
5118.108463,-2354.537438,-1646.261949,-10930.413637
5118.110979,555.134843,-95.712904,-10164.710405
5118.113495,2201.396792,3847.658741,-8346.165229
5118.116011,-1282.552914,5111.069074,-9647.860723
5118.118527,1052.841944,3656.232933,-9743.573627
5118.121043,210.568389,-459.421939,-9724.431046
5118.123559,574.277424,-1167.697429,-10279.565890
5118.126075,650.847747,-669.990328,-9284.151688
5118.128591,803.988394,-153.140646,-9954.142016
5118.131107,-746.560651,2986.242605,-9896.714274
5118.133623,1033.699363,2603.390989,-9762.716208
5118.136139,-191.425808,2545.963246,-9513.862658
5118.138655,-57.427742,957.129040,-9667.003304
5118.141171,363.709035,727.418070,-9379.864592
5118.143687,497.707101,1703.689691,-9628.718142
5118.146203,937.986459,325.423874,-10375.278794
5118.148719,0.000000,440.279358,-9322.436850
5118.151235,-689.132909,2124.826469,-9169.296203
5118.153751,1550.549045,2029.113565,-9686.145885
5118.156267,899.701298,2488.535504,-10164.710405
5118.158783,-478.564520,4804.787781,-9513.862658
5118.161299,1320.838075,2067.398726,-9226.723946
5118.163815,248.853550,-229.710970,-9456.434915
5118.166331,1282.552914,-287.138712,-9801.001370
5118.168847,-612.562586,2277.967115,-9858.429112
5118.171363,2182.254211,2488.535504,-9992.427178
5118.173879,-1454.836141,861.416136,-9341.579430
5118.176396,899.701298,2450.250342,-9150.153622
5118.178912,2450.250342,2067.398726,-9647.860723
5118.181428,-1665.404530,1550.549045,-10394.421374
5118.183944,267.996131,4345.365842,-9169.296203
5118.186460,1397.408398,-3024.527766,-10566.704602
5118.188976,1014.556782,1167.697429,-9418.149754
5118.191492,-995.414202,-1856.830338,-9590.432981
5118.194008,2660.818731,1799.402595,-10260.423309
5118.196524,593.420005,516.849682,-9992.427178
5118.199040,-1454.836141,842.273555,-9399.007173
5118.201591,1129.412267,-516.849682,-9743.573627
5118.204129,1167.697429,-2565.105827,-10375.278794
5118.206667,708.275490,1091.127106,-9150.153622
5118.209205,-1263.410333,803.988394,-10222.138147
5118.211743,2756.531635,38.285162,-9973.284597
5118.214281,-1454.836141,631.705166,-8997.012976
5118.216820,210.568389,-2163.111630,-10222.138147
5118.219358,995.414202,-861.416136,-10241.280728
5118.221896,612.562586,1990.828403,-9475.577496
5118.224434,0.000000,-210.568389,-9858.429112
5118.226972,459.421939,-2009.970984,-9858.429112
5118.229510,555.134843,-248.853550,-9494.720077
5118.232048,-153.140646,267.996131,-9762.716208
5118.234586,1263.410333,708.275490,-10260.423309
5118.237124,153.140646,803.988394,-9781.858789
5118.239662,248.853550,-440.279358,-9724.431046
5118.242200,344.566454,2105.683888,-9226.723946
5118.244738,842.273555,478.564520,-10145.567824
5118.247276,267.996131,593.420005,-9973.284597
5118.249814,38.285162,1741.974853,-9533.005238
5118.252352,1110.269686,-765.703232,-9915.856854
5118.254890,516.849682,-2067.398726,-9628.718142
5118.257428,689.132909,-2756.531635,-10011.569758
5118.259966,440.279358,-2775.674216,-10394.421374
5118.262504,38.285162,19.142581,-9915.856854
5118.265042,1129.412267,2775.674216,-9399.007173
5118.267580,-689.132909,-363.709035,-9896.714274
5118.270118,2067.398726,995.414202,-9667.003304
5118.272656,-1110.269686,2239.681954,-9724.431046
5118.275194,1301.695494,-3120.240670,-10681.560086
5118.277732,1933.400661,535.992262,-8365.307810
5118.280270,-1167.697429,-1933.400661,-10202.995566
5118.282809,-497.707101,-4115.654872,-10662.417506
5118.285347,861.416136,4709.074877,-9035.298138
5118.287885,1914.258080,38.285162,-10700.702667
5118.290423,-1722.832272,4307.080680,-9092.725880
5118.292961,976.271621,1875.972918,-9360.722011
5118.295499,306.281293,2947.957443,-8882.157491
5118.298037,478.564520,-535.992262,-10413.563955
5118.300575,-210.568389,1225.125171,-9667.003304
5118.303128,1244.267752,1588.834206,-9513.862658
5118.305681,880.558717,995.414202,-10145.567824
5118.308234,-1722.832272,1818.545176,-9399.007173
5118.310788,1856.830338,1799.402595,-9265.009107
5118.313341,76.570323,3713.660675,-9992.427178
5118.315894,210.568389,3885.943902,-9494.720077
5118.318447,267.996131,-229.710970,-9303.294269
5118.321001,1320.838075,-1378.265818,-10413.563955
5118.323554,0.000000,842.273555,-9686.145885
5118.326107,861.416136,1071.984525,-10030.712339
5118.328660,210.568389,2928.814862,-9743.573627
5118.331214,1225.125171,3062.812928,-9303.294269
5118.333767,-38.285162,1033.699363,-9801.001370
5118.336320,95.712904,-421.136778,-9781.858789
5118.338873,669.990328,1875.972918,-9456.434915
5118.341426,440.279358,-38.285162,-10566.704602
5118.343980,516.849682,1167.697429,-9399.007173
5118.346533,38.285162,2890.529701,-8709.874264
5118.349086,267.996131,1512.263883,-10030.712339
5118.351639,784.845813,3579.662610,-9896.714274
5118.354193,957.129040,4728.217458,-9322.436850
5118.356746,-1129.412267,-497.707101,-10126.425243
5118.359299,1895.115499,-1512.263883,-9533.005238
5118.361852,-612.562586,3330.809059,-9035.298138
5118.364406,1665.404530,1684.547110,-10394.421374
5118.366959,-210.568389,2297.109696,-9054.440718
5118.369512,918.843878,2335.394858,-9475.577496
5118.372065,2163.111630,382.851616,-9954.142016
5118.374618,-1703.689691,1205.982590,-9628.718142
5118.377172,306.281293,4996.213589,-9379.864592
5118.379725,1225.125171,-1071.984525,-10470.991698
5118.382278,1378.265818,2584.248408,-9131.011042
5118.384831,-1320.838075,-2124.826469,-9743.573627
5118.387385,2392.822600,-210.568389,-9801.001370
5118.389938,478.564520,-1378.265818,-10260.423309
5118.392491,-1339.980656,-708.275490,-10145.567824
5118.395044,1665.404530,306.281293,-9628.718142
5118.397597,1033.699363,-1014.556782,-9743.573627
5118.400151,19.142581,574.277424,-9437.292334
5118.402704,-746.560651,1244.267752,-9973.284597
5118.405265,2029.113565,631.705166,-10030.712339
5118.407826,-574.277424,-1397.408398,-9973.284597
5118.410387,229.710970,-2431.107762,-9877.571693
5118.412949,-114.855485,1512.263883,-9131.011042
5118.415510,1014.556782,1263.410333,-10049.854920
5118.418071,612.562586,976.271621,-9667.003304
5118.420632,535.992262,363.709035,-9705.288466
5118.423193,-191.425808,-1875.972918,-9934.999435
5118.425755,1033.699363,746.560651,-9092.725880
5118.428316,842.273555,1282.552914,-10107.282662
5118.430877,-57.427742,0.000000,-10509.276859
5118.433438,727.418070,1416.550979,-9169.296203
5118.435999,478.564520,-38.285162,-9590.432981
5118.438560,-57.427742,421.136778,-10049.854920
5118.441122,746.560651,306.281293,-10183.852986
5118.443683,574.277424,-287.138712,-10068.997501
5118.446244,669.990328,-2316.252277,-9667.003304
5118.448805,689.132909,-3158.525832,-9781.858789
5118.451366,555.134843,-937.986459,-9992.427178
5118.453928,-1014.556782,-1014.556782,-10432.706536
5118.456489,1952.543242,2009.970984,-9839.286531
5118.459050,344.566454,2603.390989,-9016.155557
5118.461611,-19.142581,363.709035,-9494.720077
5118.464172,-95.712904,650.847747,-9724.431046
5118.466733,-669.990328,-1225.125171,-10183.852986
5118.469295,-287.138712,-1914.258080,-10088.140082
5118.471856,2622.533570,-2431.107762,-9915.856854
5118.474417,-631.705166,1531.406464,-9322.436850
5118.476978,-765.703232,172.283227,-9839.286531
5118.479539,2297.109696,2526.820666,-9686.145885
5118.482101,-1014.556782,2909.672282,-9858.429112
5118.484662,114.855485,2143.969050,-9399.007173
5118.487223,497.707101,3426.521963,-8843.872330
5118.489784,2526.820666,-823.130974,-10145.567824
5118.492345,1052.841944,1799.402595,-9322.436850
5118.494906,-3196.810994,937.986459,-10202.995566
5118.497468,3637.090352,172.283227,-10049.854920
5118.500029,-535.992262,3311.666478,-8767.302006
5118.502590,478.564520,516.849682,-10068.997501
5118.505151,459.421939,2679.961312,-9992.427178
5118.507642,497.707101,5493.920690,-9092.725880
5118.510133,-287.138712,-1148.554848,-9781.858789
5118.512624,1435.693560,-1435.693560,-10298.708470
5118.515115,459.421939,1895.115499,-9533.005238
5118.517606,172.283227,172.283227,-10317.851051
5118.520097,880.558717,1818.545176,-9839.286531
5118.522588,210.568389,3388.236802,-9016.155557
5118.525079,784.845813,-306.281293,-9667.003304
5118.527570,727.418070,1167.697429,-9265.009107
5118.530060,153.140646,1071.984525,-10317.851051
5118.532551,1014.556782,153.140646,-10336.993632
5118.535042,976.271621,2909.672282,-9111.868461
5118.537533,-153.140646,3043.670347,-9207.581365
5118.540024,842.273555,1856.830338,-10088.140082
5118.542515,-76.570323,4173.082614,-9226.723946
5118.545006,1263.410333,-937.986459,-10126.425243
5118.547497,-1129.412267,2603.390989,-9609.575562
5118.549988,1761.117434,3177.668413,-8997.012976
5118.552479,-57.427742,-2201.396792,-10126.425243
5118.554970,957.129040,1186.840010,-9992.427178
5118.557461,229.710970,2354.537438,-9705.288466
5118.559952,-1205.982590,440.279358,-10279.565890
5118.562443,2699.103893,5493.920690,-8575.876198
5118.564934,401.994197,497.707101,-9915.856854
5118.567425,-382.851616,2584.248408,-9686.145885
5118.569915,1646.261949,-38.285162,-9896.714274
5118.572406,823.130974,-1990.828403,-10068.997501
5118.574897,-1320.838075,-1282.552914,-9820.143950
5118.577388,57.427742,-1282.552914,-9743.573627
5118.579879,2488.535504,650.847747,-9552.147819
5118.582370,1225.125171,765.703232,-10049.854920
5118.584861,-1531.406464,918.843878,-9399.007173
5118.587352,1014.556782,899.701298,-9647.860723
5118.589843,1818.545176,-306.281293,-10068.997501
5118.592334,-421.136778,-2009.970984,-10336.993632
5118.594825,535.992262,1186.840010,-9054.440718
5118.597316,114.855485,1512.263883,-9284.151688
5118.599807,2277.967115,-823.130974,-9915.856854
5118.602298,-459.421939,535.992262,-9839.286531
5118.604789,-172.283227,-267.996131,-10394.421374
5118.607305,803.988394,669.990328,-9360.722011
5118.609822,765.703232,1875.972918,-9284.151688
5118.612339,401.994197,-2507.678085,-10470.991698
5118.614856,57.427742,1493.121302,-9552.147819
5118.617373,440.279358,957.129040,-9973.284597
5118.619889,631.705166,344.566454,-9801.001370
5118.622406,555.134843,1320.838075,-9245.866526
5118.624923,440.279358,-2718.246474,-10643.274925
5118.627440,267.996131,-823.130974,-9820.143950
5118.629956,593.420005,-1301.695494,-9513.862658
5118.632473,497.707101,-2277.967115,-10260.423309
5118.634990,631.705166,344.566454,-9858.429112
5118.637507,-421.136778,-1473.978722,-10336.993632
5118.640024,1110.269686,2545.963246,-9207.581365
5118.642540,38.285162,3120.240670,-9303.294269
5118.645057,669.990328,-153.140646,-9992.427178
5118.647574,-325.423874,-363.709035,-9571.290400
5118.650091,-1071.984525,-1875.972918,-10279.565890
5118.652608,2469.392923,-4307.080680,-10394.421374
5118.655124,-478.564520,3388.236802,-9016.155557
5118.657641,133.998066,-899.701298,-10088.140082
5118.660158,1473.978722,2699.103893,-9245.866526
5118.662675,-114.855485,2909.672282,-9762.716208
5118.665192,-363.709035,2258.824534,-9571.290400
5118.667708,172.283227,3943.371645,-9169.296203
5118.670225,2928.814862,153.140646,-9820.143950
5118.672742,1435.693560,1186.840010,-9169.296203
5118.675259,-3598.805190,306.281293,-10202.995566
5118.677776,3905.086483,593.420005,-9896.714274
5118.680292,-229.710970,3177.668413,-8958.727814
5118.682809,-363.709035,421.136778,-10164.710405
5118.685326,823.130974,3426.521963,-9839.286531
5118.687843,631.705166,4977.071008,-9245.866526
5118.690359,-210.568389,-2277.967115,-10260.423309
5118.692876,1378.265818,746.560651,-9552.147819
5118.695393,976.271621,2067.398726,-9322.436850
5118.697910,38.285162,650.847747,-10183.852986
5118.700427,727.418070,2450.250342,-9571.290400
5118.702943,612.562586,1110.269686,-9705.288466
5118.705460,95.712904,38.285162,-9954.142016
5118.707932,784.845813,1722.832272,-9111.868461
5118.710404,708.275490,1569.691626,-9973.284597
5118.712877,497.707101,1033.699363,-10202.995566
5118.715349,612.562586,2086.541307,-9284.151688
5118.717821,459.421939,842.273555,-10068.997501
5118.720293,535.992262,4019.941968,-9590.432981
5118.722765,516.849682,5513.063270,-8882.157491
5118.725237,937.986459,-267.996131,-10241.280728
5118.727709,229.710970,229.710970,-10317.851051
