#time,accel_x,accel_y,accel_z
6110.087107,612.562586,574.277424,-9801.001370
6110.089652,382.851616,631.705166,-9820.143950
6110.092198,497.707101,899.701298,-9801.001370
6110.094744,497.707101,669.990328,-9801.001370
6110.097289,478.564520,957.129040,-9667.003304
6110.099835,1244.267752,76.570323,-9686.145885
6110.102381,421.136778,1205.982590,-9686.145885
6110.104927,1588.834206,937.986459,-9705.288466
6110.107472,2105.683888,1627.119368,-9686.145885
6110.110018,3407.379382,1607.976787,-9494.720077
6110.112564,1378.265818,1359.123237,-9590.432981
6110.115109,995.414202,3981.656806,-9284.151688
6110.117655,-1205.982590,1205.982590,-9781.858789
6110.120201,2048.256146,6661.618118,-9667.003304
6110.122746,1339.980656,1091.127106,-9341.579430
6110.125292,1263.410333,-4287.938099,-9245.866526
6110.127838,-765.703232,-1531.406464,-9475.577496
6110.130384,325.423874,-2813.959378,-10796.415571
6110.132929,-1741.974853,976.271621,-11179.267187
6110.135475,-3311.666478,1722.832272,-9494.720077
6110.138021,3120.240670,5015.356170,-7848.458128
6110.140566,3598.805190,-114.855485,-9992.427178
6110.143112,-3675.375514,-669.990328,-10930.413637
6110.145658,172.283227,-287.138712,-9820.143950
6110.148203,-1263.410333,-3196.810994,-10413.563955
6110.150749,133.998066,1761.117434,-9265.009107
6110.153295,1665.404530,-689.132909,-9628.718142
6110.155841,-363.709035,1627.119368,-9915.856854
6110.158386,-1339.980656,1512.263883,-9858.429112
6110.160932,401.994197,-784.845813,-10126.425243
6110.163478,440.279358,497.707101,-9456.434915
6110.166023,708.275490,38.285162,-9571.290400
6110.168569,133.998066,478.564520,-10222.138147
6110.171115,-401.994197,727.418070,-9820.143950
6110.173661,478.564520,-459.421939,-9743.573627
6110.176206,-669.990328,-19.142581,-9686.145885
6110.178752,-727.418070,76.570323,-9915.856854
6110.181298,-440.279358,995.414202,-9934.999435
6110.183843,-516.849682,746.560651,-9111.868461
6110.186379,861.416136,-2928.814862,-9781.858789
6110.188929,976.271621,1741.974853,-10030.712339
6110.191479,172.283227,-267.996131,-9801.001370
6110.194028,1052.841944,-153.140646,-9781.858789
6110.196578,-3637.090352,555.134843,-9915.856854
6110.199128,2947.957443,2584.248408,-8997.012976
6110.201678,-1186.840010,-1914.258080,-10126.425243
6110.204227,1531.406464,3273.381317,-8997.012976
6110.206777,1493.121302,-4441.078746,-10202.995566
6110.209327,-3924.229064,-172.283227,-10145.567824
6110.211877,2431.107762,5934.200048,-8001.598774
6110.214427,1856.830338,-4747.360038,-11542.976222
6110.216976,-1875.972918,8518.448456,-9341.579430
6110.219526,5723.631659,-459.421939,-9111.868461
6110.222076,-3273.381317,-2029.113565,-10049.854920
6110.224626,-267.996131,5513.063270,-8346.165229
6110.227176,6393.621987,-2373.680019,-11064.411702
6110.229725,727.418070,1397.408398,-9743.573627
6110.232275,459.421939,4823.930362,-8882.157491
6110.234825,1225.125171,-2048.256146,-10126.425243
6110.237375,-1761.117434,957.129040,-10049.854920
6110.239925,3043.670347,4670.789715,-9513.862658
6110.242474,3522.234867,-172.283227,-10298.708470
6110.245024,-2507.678085,-191.425808,-9820.143950
6110.247574,153.140646,1091.127106,-8729.016845
6110.250124,3866.801322,-95.712904,-10279.565890
6110.252674,727.418070,2277.967115,-10126.425243
6110.255223,-784.845813,2775.674216,-9322.436850
6110.257773,976.271621,363.709035,-9245.866526
6110.260323,325.423874,727.418070,-9552.147819
6110.262873,784.845813,880.558717,-10088.140082
6110.265422,1397.408398,937.986459,-10222.138147
6110.267972,-191.425808,861.416136,-9647.860723
6110.270522,114.855485,401.994197,-9303.294269
6110.273072,2316.252277,1339.980656,-9399.007173
6110.275622,1378.265818,133.998066,-10126.425243
6110.278171,2354.537438,1837.687757,-9781.858789
6110.280721,1301.695494,1703.689691,-9341.579430
6110.283271,-153.140646,593.420005,-9705.288466
6110.285821,746.560651,5436.492947,-9131.011042
6110.288374,2143.969050,5761.916821,-9379.864592
6110.290928,2756.531635,-708.275490,-9973.284597
6110.293481,-861.416136,459.421939,-9226.723946
6110.296035,-287.138712,-3637.090352,-9954.142016
6110.298589,2297.109696,1512.263883,-9494.720077
6110.301142,497.707101,-555.134843,-9915.856854
6110.303696,-631.705166,-38.285162,-10413.563955
6110.306249,3847.658741,9341.579430,-7810.172966
6110.308803,-478.564520,-4402.793584,-10336.993632
6110.311356,-4938.785846,2986.242605,-10068.997501
6110.313910,1780.260014,7676.174901,-7599.604578
6110.316464,3254.238736,-8422.735552,-10892.128475
6110.319017,-3062.812928,1971.685822,-9801.001370
6110.321571,133.998066,-765.703232,-9322.436850
6110.324124,631.705166,-95.712904,-9801.001370
6110.326678,-3005.385186,2584.248408,-9705.288466
6110.329231,4326.223261,3215.953574,-9571.290400
6110.331785,823.130974,57.427742,-9858.429112
6110.334339,-3158.525832,-4287.938099,-10547.562021
6110.336892,210.568389,1091.127106,-9226.723946
6110.339446,1225.125171,2316.252277,-9781.858789
6110.341999,-1550.549045,-1378.265818,-10585.847182
6110.344553,363.709035,2775.674216,-8843.872330
6110.347106,248.853550,-1359.123237,-9915.856854
6110.349660,344.566454,574.277424,-10547.562021
6110.352214,765.703232,1627.119368,-9494.720077
6110.354767,-153.140646,-306.281293,-9858.429112
6110.357321,-976.271621,459.421939,-9896.714274
6110.359874,727.418070,-38.285162,-9494.720077
6110.362428,803.988394,727.418070,-10222.138147
6110.364981,19.142581,593.420005,-10088.140082
6110.367535,-440.279358,-191.425808,-9475.577496
6110.370089,-95.712904,-267.996131,-9705.288466
6110.372642,478.564520,1454.836141,-9724.431046
6110.375196,-1856.830338,-2182.254211,-10451.849117
6110.377749,-2660.818731,-267.996131,-9743.573627
6110.380303,1531.406464,-1378.265818,-9265.009107
6110.382856,1512.263883,-765.703232,-10011.569758
6110.385410,-650.847747,1397.408398,-9781.858789
6110.387964,1531.406464,3924.229064,-8556.733618
6110.390520,-3235.096155,-4460.221326,-11140.982026
6110.393077,631.705166,3847.658741,-8901.300072
6110.395633,976.271621,-2967.100024,-10011.569758
6110.398190,1531.406464,4230.510357,-9245.866526
6110.400746,-382.851616,-4307.080680,-10451.849117
6110.403303,-3943.371645,631.705166,-10049.854920
6110.405859,2220.539373,4058.227130,-8384.450390
6110.408416,1205.982590,-6719.045861,-11657.831707
6110.410972,-2507.678085,2947.957443,-10241.280728
6110.413529,2316.252277,8020.741355,-7733.602643
6110.416085,-497.707101,-5436.492947,-10911.271056
6110.418642,-1512.263883,6699.903280,-8652.446522
6110.421198,4957.928427,-1493.121302,-10566.704602
6110.423755,344.566454,-38.285162,-10049.854920
6110.426312,1339.980656,4594.219392,-8901.300072
6110.428868,382.851616,-2718.246474,-10394.421374
6110.431425,-3101.098090,1837.687757,-9877.571693
6110.433981,4862.215523,5761.916821,-9590.432981
